ttt/000245.jpg
('score = ', 'ttt/000245.jpg', 'ttt/000245.jpg', 70539657.60595703, 688.8638438081741)
('score = ', 'ttt/000245.jpg', 'ttt/000246.jpg', 70561892.9272461, 689.0809856176377)
('score = ', 'ttt/000245.jpg', 'ttt/000247.jpg', 70328803.00390625, 686.804716835022)
('score = ', 'ttt/000245.jpg', 'ttt/000248.jpg', 70344835.7368164, 686.9612864923478)
('score = ', 'ttt/000245.jpg', 'ttt/000249.jpg', 70091816.25634766, 684.4903931283951)
('score = ', 'ttt/000245.jpg', 'ttt/000250.jpg', 70396027.98828125, 687.4612108230591)
('score = ', 'ttt/000245.jpg', 'ttt/000251.jpg', 70340225.29394531, 686.9162626361847)
('score = ', 'ttt/000245.jpg', 'ttt/000252.jpg', 40796001.5065918, 398.3984522128105)
('score = ', 'ttt/000245.jpg', 'ttt/000253.jpg', 40859033.436035156, 399.0139983987808)
('score = ', 'ttt/000245.jpg', 'ttt/000254.jpg', 41305264.08129883, 403.37171954393386)
('score = ', 'ttt/000245.jpg', 'ttt/000255.jpg', 41182886.50878906, 402.1766260623932)
('score = ', 'ttt/000245.jpg', 'ttt/000256.jpg', 41062317.39916992, 400.9991933512688)
('score = ', 'ttt/000245.jpg', 'ttt/000257.jpg', 40952562.388183594, 399.9273670721054)
('score = ', 'ttt/000245.jpg', 'ttt/000258.jpg', 40832664.474853516, 398.7564890122414)
('score = ', 'ttt/000245.jpg', 'ttt/000259.jpg', 40583071.958984375, 396.3190620994568)
('score = ', 'ttt/000245.jpg', 'ttt/000260.jpg', 40594366.9074707, 396.4293643307686)
('score = ', 'ttt/000245.jpg', 'ttt/000261.jpg', 40744162.25756836, 397.892209546566)
('score = ', 'ttt/000245.jpg', 'ttt/000262.jpg', 40789877.22680664, 398.3386447930336)
('score = ', 'ttt/000245.jpg', 'ttt/000263.jpg', 40853343.037353516, 398.9584280991554)
('score = ', 'ttt/000245.jpg', 'ttt/000264.jpg', 41013279.54394531, 400.5203080463409)
('score = ', 'ttt/000245.jpg', 'ttt/000265.jpg', 41332568.8503418, 403.6383676791191)
('score = ', 'ttt/000245.jpg', 'ttt/000266.jpg', 41340796.07446289, 403.7187116646767)
('score = ', 'ttt/000245.jpg', 'ttt/000267.jpg', 41480488.04296875, 405.0828910446167)
('score = ', 'ttt/000245.jpg', 'ttt/000268.jpg', 41012500.876464844, 400.512703871727)
('score = ', 'ttt/000245.jpg', 'ttt/000269.jpg', 40887530.80078125, 399.2922929763794)
('score = ', 'ttt/000245.jpg', 'ttt/000270.jpg', 40736582.43408203, 397.81818783283234)
('score = ', 'ttt/000245.jpg', 'ttt/000271.jpg', 40786440.1003418, 398.30507910490036)
('score = ', 'ttt/000245.jpg', 'ttt/000272.jpg', 40761377.615722656, 398.0603282785416)
('score = ', 'ttt/000245.jpg', 'ttt/000273.jpg', 40721005.2043457, 397.6660664486885)
('score = ', 'ttt/000245.jpg', 'ttt/000274.jpg', 40965878.13623047, 400.0574036741257)
('score = ', 'ttt/000245.jpg', 'ttt/000275.jpg', 40983090.05908203, 400.22548885822295)
('score = ', 'ttt/000245.jpg', 'ttt/000276.jpg', 41139529.94995117, 401.7532221674919)
('score = ', 'ttt/000245.jpg', 'ttt/000277.jpg', 41222575.45288086, 402.56421340703963)
('score = ', 'ttt/000245.jpg', 'ttt/000278.jpg', 41192202.28857422, 402.2676004743576)
('score = ', 'ttt/000245.jpg', 'ttt/000279.jpg', 41137657.150390625, 401.7349331092835)
('score = ', 'ttt/000245.jpg', 'ttt/000280.jpg', 41145361.12597656, 401.8101672458649)
